id,adj.P.Val.SCoV2.over.RMRP,Log.P.Value.SCoV2.over.RMRP,logFC.SCoV2.over.RMRP,P.Value.SCoV2.over.RMRP,RMRP rep2 ratio,RMRP rep1 ratio,SCoV2 rep2 ratio,SCoV2 rep1 ratio,accession_number,geneSymbol,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,totalIntensity,entry_name
NP_001229236.1,0.3846153862,6.546027157,-0.488742441,0.2215120133,0.619326648,-0.079387727,-0.303061281,-0.13448468,NP_001229236.1,PITRM1,4,4,4,NP_001229236.1|NP_001334656.1|NP_001334658.1|NP_055704.2|NP_001334657.1|NP_001229238.1|NP_001334654.1|NP_001334655.1|NP_001334659.1,HOMO SAPIENS,3.4,209,209.1,49.3,49.3,7.22E+07," presequence protease, mitochondrial isoform 1 precursor GN=PITRM1"
NP_001248763.1,0.3636702458,6.920830455,-0.491742441,0.2031968422,0.464326648,0.025612273,-0.178061281,-0.31548468,NP_001248763.1,TBRG4,3,3,3,NP_001248763.1|NP_004740.2|NP_112162.1,HOMO SAPIENS,3.5,281,281.1,36.98,36.98,5.26E+07, FAST kinase domain-containing protein 4 isoform 3 GN=TBRG4
NP_001091947.1,0.3758880852,6.721997672,-0.500242441,0.2127160368,0.603326648,-0.104387727,-0.147061281,-0.35448468,NP_001091947.1,GRSF1,3,3,3,NP_001091947.1|NP_002083.3,HOMO SAPIENS,10,345,345.1,29.61,29.61,1.18E+08, G-rich sequence factor 1 isoform 2 GN=GRSF1
NP_003119.2,0.3547805057,7.084349447,-0.506742441,0.1956883878,0.520326648,-0.039387727,-0.260061281,-0.27248468,NP_003119.2,SPTBN1,2,2,2,NP_003119.2|NP_842565.2,HOMO SAPIENS,0.7,558,558.1,16.41,16.41,1.01E+07," spectrin beta chain, non-erythrocytic 1 isoform 1 GN=SPTBN1"
NP_001078880.1,0.4476496017,5.330010201,-0.512742441,0.2930886361,0.870326648,-0.289387727,0.162938719,-0.60748468,NP_001078880.1,NADK2,3,3,3,NP_001078880.1|NP_001274269.1|NP_001274270.1,HOMO SAPIENS,6.5,276,276.1,37.55,37.55,5.99E+07," NAD kinase 2, mitochondrial isoform 1 GN=NADK2"
NP_006102.2,0.3565866851,7.050820233,-0.522242441,0.1972050248,0.665326648,-0.111387727,-0.264061281,-0.22648468,NP_006102.2,ACAA2,3,2,2,NP_006102.2,HOMO SAPIENS,4.2,385,385.1,26.64,26.64,2.84E+07," 3-ketoacyl-CoA thiolase, mitochondrial GN=ACAA2"
NP_001007532.1,0.3759664672,6.677334154,-0.524742441,0.214914929,0.521326648,-0.451387727,-0.639061281,-0.34048468,NP_001007532.1,NKAPL,2,2,2,NP_001007532.1|NP_078804.2,HOMO SAPIENS,4.9,351,351.1,28.93,28.93,7.27E+07, NKAP-like protein GN=NKAPL
NP_002147.2,0.3515005915,7.147305885,-0.525242441,0.1928721011,0.630326648,-0.088387727,-0.145061281,-0.36348468,NP_002147.2,HSPD1,64,33,33,NP_002147.2,HOMO SAPIENS,59.3,12,12.1,530.73,530.73,7.86E+09," 60 kDa heat shock protein, mitochondrial GN=HSPD1"
NP_000007.1,0.345143645,7.298100452,-0.525742441,0.1862901768,0.511326648,-0.079387727,-0.163061281,-0.45648468,NP_000007.1,ACADM,2,2,2,NP_000007.1|NP_001120800.1|NP_001272971.1|NP_001272972.1|NP_001272973.1,HOMO SAPIENS,4.5,431,431.1,23.95,23.95,1.66E+07," medium-chain specific acyl-CoA dehydrogenase, mitochondrial isoform a precursor GN=ACADM"
NP_001128715.1,0.343679618,7.348300435,-0.526742441,0.1841492509,0.567326648,-0.070387727,-0.269061281,-0.28748468,NP_001128715.1,TCOF1,57,31,31,NP_001128715.1|NP_000347.2|NP_001128717.1|NP_001128716.1|NP_001182070.1|NP_001008657.1,HOMO SAPIENS,20.5,16,16.1,467.22,467.22,8.10E+09, treacle protein isoform d GN=TCOF1
NP_001166167.1,0.347879683,7.226712792,-0.539742441,0.189377649,0.566326648,-0.039387727,0.026938719,-0.57948468,NP_001166167.1,TSFM,5,4,4,NP_001166167.1|NP_005717.3|NP_001166166.1|NP_001166168.1,HOMO SAPIENS,11.2,216,216.1,47.15,47.15,6.00E+07," elongation factor Ts, mitochondrial isoform 1 precursor GN=TSFM"
NP_003839.2,0.344572415,7.325436482,-0.540742441,0.1851212831,0.677326648,-0.122387727,-0.195061281,-0.33148468,NP_003839.2,SUCLG2,2,2,2,NP_003839.2|NP_001171070.1,HOMO SAPIENS,4.8,302,302.1,34.86,34.86,4.18E+07," succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial isoform 2 precursor GN=SUCLG2"
NP_000681.2,0.347879683,7.22145168,-0.543742441,0.1896072031,0.599326648,-0.063387727,0.027938719,-0.57948468,NP_000681.2,ALDH2,9,7,7,NP_000681.2|NP_001191818.1,HOMO SAPIENS,15,92,92.1,113.96,113.96,6.08E+08," aldehyde dehydrogenase, mitochondrial isoform 1 precursor GN=ALDH2"
NP_001091974.1,0.3263180899,7.727070706,-0.544242441,0.1687690981,0.474326648,0.013612273,-0.106061281,-0.49448468,NP_001091974.1,DDX17,2,2,2,NP_001091974.1|NP_006377.2,HOMO SAPIENS,3,366,366.1,28.12,28.12,4.90E+07, probable ATP-dependent RNA helicase DDX17 isoform 3 GN=DDX17
NP_001269209.1,0.3135022266,8.010721295,-0.551742441,0.1580985441,0.460326648,0.027612273,-0.181061281,-0.43448468,NP_001269209.1,PYCR1,3,3,3,NP_001269209.1|NP_001269210.1|NP_722546.1|NP_001269208.1|NP_001317452.1,HOMO SAPIENS,12.2,208,208.1,49.6,49.6,2.44E+07," pyrroline-5-carboxylate reductase 1, mitochondrial isoform 1 GN=PYCR1"
NP_000275.1,0.3309876876,7.605624984,-0.557242441,0.1735551485,0.666326648,-0.112387727,-0.150061281,-0.41048468,NP_000275.1,PDHA1,5,2,2,NP_000275.1|NP_001166925.1|NP_001166926.1|NP_001166927.1|NP_005381.1,HOMO SAPIENS,4.6,390,390.1,25.97,25.97,6.90E+07," pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial isoform 1 precursor GN=PDHA1"
NP_006651.2,0.3147722485,7.980842809,-0.561742441,0.1591899767,0.529326648,-0.015387727,-0.125061281,-0.48448468,NP_006651.2,CLPX,3,3,3,NP_006651.2,HOMO SAPIENS,4.7,284,284.1,36.4,36.4,1.94E+07," ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial precursor GN=CLPX"
NP_001185918.1,0.3015902113,8.234735923,-0.561742441,0.1501503703,0.473326648,0.011612273,-0.256061281,-0.38248468,NP_001185918.1,NFS1,2,2,2,NP_001185918.1|NP_066923.3,HOMO SAPIENS,5.4,396,396.1,25.74,25.74,9.70E+07," cysteine desulfurase, mitochondrial isoform b precursor GN=NFS1"
NP_000273.2,0.330115896,7.640708565,-0.564742441,0.172158767,0.635326648,-0.117387727,-0.083061281,-0.52848468,NP_000273.2,PCCA,99,40,40,NP_000273.2|NP_001339534.1|NP_001121164.1|NP_001339535.1|NP_001171475.1|NP_001339538.1|NP_001339537.1|NP_001339536.1|NP_001339539.1|NP_001339540.1|NP_001339541.1,HOMO SAPIENS,51,9,9.1,609.11,609.11,3.15E+10," propionyl-CoA carboxylase alpha chain, mitochondrial isoform a precursor GN=PCCA"
NP_000436.2,0.3262548694,7.739959196,-0.585242441,0.1682689871,-0.593673352,0.238612273,-1.045061281,-0.48048468,NP_000436.2,PLEC,2,2,2,NP_000436.2|NP_958780.1|NP_958781.1|NP_958782.1|NP_958783.1|NP_958784.1|NP_958785.1|NP_958786.1,HOMO SAPIENS,0.3,612,612.1,14.83,14.83,2.27E+07, plectin isoform 1c GN=PLEC
NP_001159828.1,0.3003424135,8.322126502,-0.587742441,0.1471591768,0.633326648,-0.086387727,-0.230061281,-0.39848468,NP_001159828.1,SHMT2,15,11,11,NP_001159828.1|NP_001159829.1|NP_005403.2,HOMO SAPIENS,17.8,76,76.1,135.72,135.72,1.77E+09," serine hydroxymethyltransferase, mitochondrial isoform 2 precursor GN=SHMT2"
NP_000173.2,0.285827953,8.72026954,-0.589742441,0.1342681626,0.493326648,-0.010387727,-0.424061281,-0.27248468,NP_000173.2,HADHA,17,12,12,NP_000173.2,HOMO SAPIENS,14.8,59,59.1,160.2,160.2,9.36E+08," trifunctional enzyme subunit alpha, mitochondrial precursor GN=HADHA"
NP_079428.2,0.2958039148,8.426518071,-0.590242441,0.1436640789,0.597326648,-0.061387727,-0.192061281,-0.45248468,NP_079428.2,NUBPL,3,2,2,NP_079428.2,HOMO SAPIENS,5,384,384.1,26.66,26.66,2.50E+07, iron-sulfur protein NUBPL isoform 1 precursor GN=NUBPL
NP_001308400.1,0.2863555003,8.682677975,-0.601742441,0.1354354024,0.547326648,-0.026387727,-0.532061281,-0.15048468,NP_001308400.1,THRAP3,3,3,3,NP_001308400.1|NP_001308402.1,HOMO SAPIENS,3.2,286,286.1,36.3,36.3,8.85E+07, thyroid hormone receptor-associated protein 3 isoform 1 GN=THRAP3
NP_001036041.1,0.2707029747,9.035065228,-0.614742441,0.1248801688,0.551326648,-0.029387727,-0.482061281,-0.22548468,NP_001036041.1,RRBP1,2,2,2,NP_001036041.1,HOMO SAPIENS,2.7,333,333.1,30.85,30.85,2.57E+07, ribosome-binding protein 1 GN=RRBP1
NP_001263408.1,0.2883289211,8.628291321,-0.616242441,0.1371421229,0.673326648,-0.117387727,-0.177061281,-0.49948468,NP_001263408.1,LONP1,18,13,13,NP_001263408.1|NP_004784.2|NP_001263409.1,HOMO SAPIENS,12.6,54,54.1,165.28,165.28,5.67E+08," lon protease homolog, mitochondrial isoform 2 GN=LONP1"
NP_001093.1,0.2493153205,9.620328896,-0.618742441,0.1091357684,-0.040673352,0.036612273,-0.750061281,-0.49148468,NP_001093.1,ACTN1,2,2,2,NP_001093.1|NP_001123476.1|NP_001123477.1,HOMO SAPIENS,2.4,369,369.1,27.95,27.95,7.31E+06, alpha-actinin-1 isoform b GN=ACTN1
NP_001275897.1,0.2707029747,9.043640016,-0.621242441,0.1246338464,0.536326648,-0.160387727,-0.410061281,-0.45648468,NP_001275897.1,ACSF2,8,7,7,NP_001275897.1|NP_001275898.1|NP_001275899.1|NP_001275900.1|NP_079425.3,HOMO SAPIENS,12.1,100,100.1,107.03,107.03,1.09E+08," acyl-CoA synthetase family member 2, mitochondrial isoform 1 GN=ACSF2"
NP_001182751.1,0.2794907014,8.864110342,-0.628242441,0.1298939626,0.663326648,-0.109387727,-0.175061281,-0.52748468,NP_001182751.1,HSDL2,3,3,3,NP_001182751.1|NP_115679.2,HOMO SAPIENS,8.1,268,268.1,38.72,38.72,2.33E+08, hydroxysteroid dehydrogenase-like protein 2 isoform 2 GN=HSDL2
NP_001367.2,0.2512264758,9.566516411,-0.628742441,0.1104964585,0.262326648,-0.222387727,-0.602061281,-0.61548468,NP_001367.2,DYNC1H1,12,12,12,NP_001367.2,HOMO SAPIENS,2.1,88,88.1,114.85,114.85,2.26E+08, cytoplasmic dynein 1 heavy chain 1 GN=DYNC1H1
NP_055555.1,0.2532998119,9.516698388,-0.645742441,0.1117712637,0.588326648,-0.054387727,-0.237061281,-0.52048468,NP_055555.1,EIF4A3,2,3,2,NP_055555.1,HOMO SAPIENS,7.2,53,53.3,39.88,21.42,7.10E+07, eukaryotic initiation factor 4A-III GN=EIF4A3
NP_004913.2,0.2376694209,10.00932208,-0.649242441,0.09978558144,0.098326648,-0.298387727,-0.622061281,-0.87648468,NP_004913.2,SEC24C,2,2,2,NP_004913.2,HOMO SAPIENS,2.1,594,594.1,15.3,15.3,8.24E+06, protein transport protein Sec24C GN=SEC24C
NP_001258824.1,0.2590421857,9.363303327,-0.659242441,0.1157896303,0.719326648,-0.153387727,-0.294061281,-0.45848468,NP_001258824.1,TARS2,2,2,2,NP_001258824.1|NP_001258825.1|NP_079426.2,HOMO SAPIENS,3.1,591,591.1,15.46,15.46,1.68E+07," threonine--tRNA ligase, mitochondrial isoform b GN=TARS2"
NP_000182.2,0.2590421857,9.37682695,-0.660742441,0.1154296304,0.719326648,-0.161387727,-0.304061281,-0.45948468,NP_000182.2,HMGCL,2,2,2,NP_000182.2,HOMO SAPIENS,5.5,349,349.1,29.12,29.12,5.18E+07," hydroxymethylglutaryl-CoA lyase, mitochondrial isoform 1 precursor GN=HMGCL"
NP_001276839.1,0.2376694209,10.02710305,-0.661242441,0.09937787238,0.564326648,-0.038387727,-0.395061281,-0.40148468,NP_001276839.1,IDH2,15,11,11,NP_001276839.1|NP_002159.2|NP_001277043.1,HOMO SAPIENS,23.2,70,70.1,144.31,144.31,5.62E+08," isocitrate dehydrogenase [NADP], mitochondrial isoform 2 GN=IDH2"
NP_000230.1,0.7125855856,2.238625235,-0.673742441,0.5972243089,-0.511673352,0.172612273,-2.106061281,0.41951532,NP_000230.1,LYZ,4,4,4,NP_000230.1,HOMO SAPIENS,21.6,202,202.1,50.11,50.11,6.19E+07, lysozyme C precursor GN=LYZ
NP_001154976.1,0.2396489109,9.94457947,-0.674742441,0.1012842818,0.616326648,-0.128387727,-0.334061281,-0.52748468,NP_001154976.1,ALDH4A1,5,5,5,NP_001154976.1|NP_001306147.1|NP_003739.2,HOMO SAPIENS,9.9,156,156.1,63.33,63.33,2.52E+07," delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial isoform b GN=ALDH4A1"
NP_056238.2,0.2079799579,10.97699143,-0.677742441,0.07985476894,-0.233673352,-0.170387727,-0.939061281,-0.82048468,NP_056238.2,AASDHPPT,2,2,2,NP_056238.2,HOMO SAPIENS,6.7,644,644.1,13.77,13.77,3.93E+06, L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase GN=AASDHPPT
NP_001269681.1,0.2166255445,10.66533866,-0.680242441,0.08579582083,0.336326648,-0.042387727,-0.397061281,-0.66948468,NP_001269681.1,PUM2,11,5,3,NP_001269681.1|NP_001269719.1|NP_001269720.1|NP_001339846.1|NP_001339847.1|NP_001339849.1|NP_001339859.1,HOMO SAPIENS,4.7,262,262.1,39.15,20.49,4.16E+10, pumilio homolog 2 isoform 2 GN=PUM2
NP_001265660.1,0.2206161798,10.52796414,-0.686742441,0.08855306272,0.542326648,-0.031387727,-0.322061281,-0.54048468,NP_001265660.1,HARS2,2,2,2,NP_001265660.1|NP_001350464.1|NP_001350465.1|NP_036340.1|NP_001244969.1|NP_001244970.1|NP_001244971.1|NP_001276023.1|NP_002100.2,HOMO SAPIENS,3.3,487,487.1,20.9,20.9,5.14E+07," probable histidine--tRNA ligase, mitochondrial isoform 2 precursor GN=HARS2"
NP_000009.1,0.228457317,10.3020549,-0.694242441,0.09328128275,0.161326648,-0.608387727,-0.848061281,-0.98748468,NP_000009.1,ACADVL,2,2,2,NP_000009.1|NP_001029031.1|NP_001257376.1|NP_001257377.1,HOMO SAPIENS,3,432,432.1,23.9,23.9,1.70E+08," very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 1 precursor GN=ACADVL"
NP_003008.1,0.208535005,10.94924176,-0.699242441,0.08036664232,0.468326648,-0.051387727,-0.549061281,-0.43248468,NP_003008.1,SRSF3,7,4,4,NP_003008.1,HOMO SAPIENS,18.2,197,197.1,52.48,52.48,1.24E+08, serine/arginine-rich splicing factor 3 GN=SRSF3
NP_001104490.1,0.2060149044,11.08352855,-0.699242441,0.0779196773,0.201326648,-0.216387727,-0.800061281,-0.61348468,NP_001104490.1,SUPT5H,2,2,2,NP_001104490.1|NP_001124297.1,HOMO SAPIENS,1.8,545,545.1,17.23,17.23,6.64E+06, transcription elongation factor SPT5 isoform a GN=SUPT5H
NP_001139325.1,0.285827953,8.705548256,-0.706742441,0.1347240638,0.048326648,-1.224387727,-1.323061281,-1.26648468,NP_001139325.1,WFS1,2,2,2,NP_001139325.1,HOMO SAPIENS,3,405,405.1,25.35,25.35,4.95E+06, wolframin GN=WFS1
NP_002464.1,0.189906579,11.52015648,-0.710742441,0.07046676786,-0.118673352,-0.006387727,-0.929061281,-0.61748468,NP_002464.1,MYH9,5,4,4,NP_002464.1,HOMO SAPIENS,2,334,334.1,30.83,30.83,4.51E+07, myosin-9 GN=MYH9
NP_002800.2,0.2794907014,8.856046981,-0.715242441,0.1301353552,0.601326648,-0.592387727,-0.494061281,-0.92748468,NP_002800.2,PSMD3,2,2,2,NP_002800.2,HOMO SAPIENS,4.3,459,459.1,22.15,22.15,4.84E+08, 26S proteasome non-ATPase regulatory subunit 3 GN=PSMD3
NP_055975.1,0.2354190781,10.13009369,-0.717242441,0.09704890302,0.793326648,-0.216387727,-0.368061281,-0.48948468,NP_055975.1,PMPCA,4,3,3,NP_055975.1|NP_001269875.1,HOMO SAPIENS,5.1,374,374.1,27.63,27.63,3.62E+07, mitochondrial-processing peptidase subunit alpha isoform 1 precursor GN=PMPCA
NP_002547.1,0.1832588666,11.79389886,-0.718242441,0.0661622269,-0.021673352,-0.163387727,-0.904061281,-0.71748468,NP_002547.1,OSBP,2,2,2,NP_002547.1,HOMO SAPIENS,2.3,442,442.1,23.5,23.5,4.42E+07, oxysterol-binding protein 1 GN=OSBP
NP_001243064.1,0.2206161798,10.51511743,-0.719242441,0.08881539617,0.722326648,-0.156387727,-0.359061281,-0.51348468,NP_001243064.1,CSE1L,2,2,2,NP_001243064.1|NP_001307.2|NP_001349691.1,HOMO SAPIENS,2,488,488.1,20.89,20.89,2.12E+08, exportin-2 isoform 2 GN=CSE1L
NP_001077083.1,0.1822479475,11.8699343,-0.720242441,0.0650139526,0.290326648,0.109612273,-0.561061281,-0.47948468,NP_001077083.1,EARS2,2,2,2,NP_001077083.1|NP_001295140.1,HOMO SAPIENS,4.2,341,341.1,29.96,29.96,3.24E+07," probable glutamate--tRNA ligase, mitochondrial isoform 1 GN=EARS2"
NP_036558.3,0.2015842729,11.21097485,-0.724742441,0.07566630302,0.532326648,-0.102387727,-0.416061281,-0.60348468,NP_036558.3,SF3B3,4,4,4,NP_036558.3,HOMO SAPIENS,4,250,250.1,41.05,41.05,7.52E+07, splicing factor 3B subunit 3 GN=SF3B3
NP_000161.2,0.2166255445,10.65665986,-0.725242441,0.08596744389,0.706326648,-0.145387727,-0.327061281,-0.56248468,NP_000161.2,GLDC,4,4,4,NP_000161.2,HOMO SAPIENS,3.6,222,222.1,45.99,45.99,9.76E+07," glycine dehydrogenase (decarboxylating), mitochondrial precursor GN=GLDC"
NP_004125.3,0.2065891569,11.0269191,-0.730242441,0.0789419936,0.636326648,-0.096387727,-0.323061281,-0.59748468,NP_004125.3,HSPA9,94,31,31,NP_004125.3,HOMO SAPIENS,45.2,14,14.1,487.28,487.28,9.71E+09," stress-70 protein, mitochondrial precursor GN=HSPA9"
NP_060530.3,0.213544797,10.76615866,-0.731242441,0.08382704064,0.682326648,-0.126387727,-0.271061281,-0.63548468,NP_060530.3,IARS2,4,4,4,NP_060530.3,HOMO SAPIENS,3.8,172,172.1,59.51,59.51,1.76E+08," isoleucine--tRNA ligase, mitochondrial precursor GN=IARS2"
NP_060299.4,0.1867664879,11.65522293,-0.736742441,0.06830896524,0.528326648,-0.021387727,-0.570061281,-0.39648468,NP_060299.4,HDHD5,4,3,3,NP_060299.4|NP_149061.1,HOMO SAPIENS,7.6,247,247.1,42,42,1.59E+08, haloacid dehalogenase-like hydrolase domain-containing 5 isoform 1 GN=HDHD5
NP_068598.1,0.1867664879,11.64316505,-0.742242441,0.06849888382,0.571326648,-0.043387727,-0.401061281,-0.55548468,NP_068598.1,FASTKD5,3,2,2,NP_068598.1,HOMO SAPIENS,2.4,482,482.1,21.11,21.11,4.50E+07," FAST kinase domain-containing protein 5, mitochondrial GN=FASTKD5"
NP_001034554.1,0.1874405468,11.61058757,-0.744742441,0.06901464259,0.537326648,-0.022387727,-0.671061281,-0.30348468,NP_001034554.1,SRSF5,2,3,2,NP_001034554.1,HOMO SAPIENS,11,128,128.2,33.73,21.7,1.34E+07, serine/arginine-rich splicing factor 5 GN=SRSF5
NP_003760.1,0.1845096036,11.74715926,-0.744742441,0.06687812279,0.326326648,-0.004387727,-0.841061281,-0.32648468,NP_003760.1,SRSF9,3,2,2,NP_003760.1,HOMO SAPIENS,9.9,292,292.1,35.56,35.56,1.61E+07, serine/arginine-rich splicing factor 9 GN=SRSF9
NP_000468.1,0.1908697697,11.48144925,-0.748242441,0.07109762196,-0.086673352,0.163612273,-1.063061281,-0.35648468,NP_000468.1,ALB,8,12,7,NP_000468.1,HOMO SAPIENS,19.2,6,6.2,140.13,66.07,2.85E+08, serum albumin preproprotein GN=ALB
NP_064551.3,0.20872403,10.91720015,-0.748742441,0.08096176837,0.180326648,-0.694387727,-0.814061281,-1.19748468,NP_064551.3,MCCC1,47,23,23,NP_064551.3|NP_001350809.1|NP_001280202.1,HOMO SAPIENS,29.6,24,24.1,331.76,331.76,5.97E+09," methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial isoform 1 precursor GN=MCCC1"
NP_004554.3,0.20872403,10.9131368,-0.748742441,0.08103755319,0.741326648,-0.173387727,-0.325061281,-0.60448468,NP_004554.3,PCK2,8,5,5,NP_004554.3|NP_001278485.1|NP_001018083.2,HOMO SAPIENS,7.6,145,145.1,67.28,67.28,6.09E+08," phosphoenolpyruvate carboxykinase [GTP], mitochondrial isoform 1 precursor GN=PCK2"
NP_001124384.1,0.1753969558,12.10667287,-0.751242441,0.06156483404,0.506326648,-0.000387727,-0.525061281,-0.47148468,NP_001124384.1,SUGT1,2,2,2,NP_001124384.1|NP_006695.1|NP_001307760.1,HOMO SAPIENS,5.7,424,424.1,24.34,24.34,1.10E+07, protein SGT1 homolog isoform B GN=SUGT1
NP_005316.1,0.2376694209,9.995347842,-0.784742441,0.1001071773,0.806326648,-0.442387727,-0.722061281,-0.48348468,NP_005316.1,HIST1H1A,3,5,2,NP_005316.1,HOMO SAPIENS,24.1,58,58.4,76.09,26.75,2.96E+07, histone H1.1 GN=HIST1H1A
NP_006355.2,0.147354089,13.0813731,-0.793242441,0.04918839932,-0.417673352,0.065612273,-0.970061281,-0.96848468,NP_006355.2,SEC23A,3,3,3,NP_006355.2,HOMO SAPIENS,3.5,371,371.1,27.9,27.9,5.16E+07, protein transport protein Sec23A GN=SEC23A
NP_001186910.1,0.155303765,12.79761435,-0.802742441,0.05250958245,0.589326648,-0.094387727,-0.524061281,-0.58648468,NP_001186910.1,NDUFS1,6,5,5,NP_001186910.1|NP_001186911.1|NP_001186912.1|NP_001186913.1|NP_004997.4,HOMO SAPIENS,6.3,159,159.1,62.61,62.61,5.98E+07," NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial isoform 2 precursor GN=NDUFS1"
NP_001289706.1,0.1351724492,13.53131757,-0.812242441,0.04434740812,0.230326648,-0.204387727,-0.889061281,-0.70948468,NP_001289706.1,BPHL,2,2,2,NP_001289706.1|NP_004323.2,HOMO SAPIENS,5.8,592,592.1,15.33,15.33,1.54E+07, valacyclovir hydrolase isoform 2 GN=BPHL
NP_001257420.1,0.1578039124,12.65526415,-0.815242441,0.05425922488,0.386326648,-0.299387727,-1.002061281,-0.54148468,NP_001257420.1,RPL13A,2,2,2,NP_001257420.1|NP_036555.1,HOMO SAPIENS,9.8,650,650.1,13.67,13.67,6.78E+08, 60S ribosomal protein L13a isoform 2 GN=RPL13A
NP_000523.2,0.1743293408,12.15095108,-0.822242441,0.06094034261,0.737326648,-0.197387727,-0.343061281,-0.76148468,NP_000523.2,PCCB,14,9,9,NP_000523.2|NP_001171485.1,HOMO SAPIENS,16.6,86,86.1,117.43,117.43,4.75E+08," propionyl-CoA carboxylase beta chain, mitochondrial isoform 1 precursor GN=PCCB"
NP_001349.2,0.1238276936,14.19469606,-0.830742441,0.03806539966,0.089326648,-0.247387727,-0.889061281,-0.93048468,NP_001349.2,DHX15,2,2,2,NP_001349.2,HOMO SAPIENS,2.6,483,483.1,21.1,21.1,5.27E+06, pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 GN=DHX15
NP_573566.2,0.1317651129,13.69946545,-0.835742441,0.04266320274,0.551326648,-0.057387727,-0.535061281,-0.64248468,NP_573566.2,LRPPRC,51,33,33,NP_573566.2,HOMO SAPIENS,23.6,17,17.1,464.62,464.62,2.73E+09," leucine-rich PPR motif-containing protein, mitochondrial precursor GN=LRPPRC"
NP_008834.3,0.1343236498,13.57768092,-0.846242441,0.04387649306,0.632326648,-0.086387727,-0.485061281,-0.66148468,NP_008834.3,PPA2,5,3,3,NP_008834.3|NP_789845.1|NP_066952.1|NP_789842.2|NP_789843.2,HOMO SAPIENS,9.1,238,238.1,44.24,44.24,1.03E+08," inorganic pyrophosphatase 2, mitochondrial isoform 2 precursor GN=PPA2"
NP_055873.1,0.124473464,14.10322153,-0.853742441,0.03887566641,0.551326648,-0.029387727,-0.695061281,-0.49048468,NP_055873.1,VWA8,3,3,3,NP_055873.1,HOMO SAPIENS,1.2,520,520.1,18.62,18.62,2.97E+07, von Willebrand factor A domain-containing protein 8 isoform a precursor GN=VWA8
NP_001258978.1,0.1214009913,14.36283633,-0.868242441,0.03661983365,0.542326648,-0.092387727,-0.613061281,-0.67348468,NP_001258978.1,TRAP1,6,7,6,NP_001258978.1|NP_057376.2,HOMO SAPIENS,10.1,22,22.4,75.17,50.52,3.44E+08," heat shock protein 75 kDa, mitochondrial isoform 2 GN=TRAP1"
NP_001013454.1,0.1244576978,14.12373925,-0.868742441,0.03869243615,0.628326648,-0.083387727,-0.654061281,-0.53848468,NP_001013454.1,MPST,5,4,4,NP_001013454.1|NP_066949.2,HOMO SAPIENS,12.1,239,239.1,44.23,44.23,1.48E+08, 3-mercaptopyruvate sulfurtransferase isoform 2 GN=MPST
NP_001005353.1,0.1128275668,14.83944162,-0.868742441,0.03281374794,0.402326648,-0.042387727,-0.739061281,-0.63848468,NP_001005353.1,AK4,2,2,2,NP_001005353.1|NP_001317545.1,HOMO SAPIENS,8,423,423.1,24.45,24.45,1.13E+07," adenylate kinase 4, mitochondrial isoform a GN=AK4"
NP_001922.2,0.1331733454,13.63412256,-0.870242441,0.04330995617,0.687326648,-0.128387727,-0.427061281,-0.75448468,NP_001922.2,DLAT,7,5,5,NP_001922.2,HOMO SAPIENS,6.1,195,195.1,53.09,53.09,7.75E+08," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial precursor GN=DLAT"
NP_001104026.1,0.1074523706,15.2038335,-0.874742441,0.03017287198,0.032326648,-0.138387727,-1.076061281,-0.77948468,NP_001104026.1,FLNA,4,4,4,NP_001104026.1|NP_001447.2,HOMO SAPIENS,1.5,218,218.1,46.63,46.63,3.85E+08, filamin-A isoform 2 GN=FLNA
NP_001350076.1,0.125069019,14.06261564,-0.880742441,0.03924085267,0.686326648,-0.126387727,-0.652061281,-0.54948468,NP_001350076.1,MCCC2,7,5,5,NP_001350076.1|NP_071415.1,HOMO SAPIENS,9.5,163,163.1,62.03,62.03,1.77E+08," methylcrotonoyl-CoA carboxylase beta chain, mitochondrial isoform 2 precursor GN=MCCC2"
NP_001307796.1,0.1214009913,14.37264226,-0.884242441,0.03653724307,0.591326648,-0.155387727,-0.638061281,-0.69448468,NP_001307796.1,ETHE1,2,2,2,NP_001307796.1|NP_055112.2|NP_001307798.1,HOMO SAPIENS,6.5,515,515.1,18.96,18.96,3.83E+07," persulfide dioxygenase ETHE1, mitochondrial isoform 2 GN=ETHE1"
